run_id,lineage_id,record_ids,org_token,status
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00001,CPL-R00001,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00002,CPL-R00002,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00003,CPL-R00003|CPL-R00004,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00005,CPL-R00005,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00006,CPL-R00006,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00007,CPL-R00007|CPL-R00008,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00009,CPL-R00009,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00010,CPL-R00010,CPL,CLOSED_NO_PAYMENT
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00011,CPL-R00011,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00012,CPL-R00012,CPL,CLOSED_NO_PAYMENT
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00013,CPL-R00013,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00014,CPL-R00014,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00015,CPL-R00015,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00016,CPL-R00016,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00017,CPL-R00017,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00018,CPL-R00018,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00019,CPL-R00019,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00020,CPL-R00020,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00021,CPL-R00021,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00022,CPL-R00022,CPL,OPEN
run-20260922T033120Z-demo-A,run-CPL-R000-CPL-R00023,CPL-R00023,CPL,OPEN
