run_id,as_of,method_version,left_record_id,right_record_id,decision,rule_ids,reason,score,score_kind,review_required
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00003,CPL-R00004,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00007,CPL-R00008,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00069,CPL-R00070,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00106,CPL-R00107,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00127,CPL-R00128,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00134,CPL-R00135,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00159,CPL-R00160,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00177,CPL-R00178,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00198,CPL-R00199,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00213,CPL-R00214,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00215,CPL-R00216,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00221,CPL-R00222,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00234,CPL-R00235,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00241,CPL-R00242,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00267,CPL-R00268,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00279,CPL-R00280,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00296,CPL-R00297,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00303,CPL-R00304,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00316,CPL-R00317,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00318,CPL-R00319,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00327,CPL-R00328,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00337,CPL-R00338,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00357,CPL-R00358,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00370,CPL-R00371,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00389,CPL-R00390,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00395,CPL-R00396,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00426,CPL-R00427,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00439,CPL-R00440,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,CPL-R00470,CPL-R00471,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,TRI-R00495,TRI-R00496,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,TRI-R00504,TRI-R00505,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,TRI-R00506,TRI-R00507,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,TRI-R00508,TRI-R00509,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,TRI-R00510,TRI-R00511,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
run-20250115T000000Z-A,2023-11-15T00:00:00+00:00,1.0.0,TRI-R00517,TRI-R00518,accepted,R1_native_previous_id,native explicit predecessor reference,,NOT_SCORED,false
